abjure,v
ablution,n
abnegation,n
abolish,v
abolitionist,n
abominable,
abominate,v
aborigine,n
abortive,ajd/adv
abrade,v
abridge,v
abrogate,v
abscess,n
abscond,v
absolve,v
abstain,v
abstemious,adj
abstinence,n
abstract,n/adj/v
abstruse,adj
